k,t_phys,u_C,col_C,sup_C,epoch_C,energy_C
2597,2.597,0.0,0.0013604239211884328,0,1,
2598,2.598,0.0,0.0012940752636290776,0,1,
2599,2.599,0.0,0.0012309624682824971,0,1,
2600,2.6,0.0,0.0011709277202863382,0,1,3.5790032525589806
2601,2.601,0.0,0.0011138209014999066,0,1,
2602,2.602,0.0,0.0010594992151306225,0,1,
2603,2.603,0.0,0.0010078268286676602,0,1,
2604,2.604,0.0,0.0009586745342299181,0,1,
2605,2.605,0.0,0.000911919425479015,0,1,
2606,2.606,0.0,0.0008674445902894253,0,1,
2607,2.607,0.0,0.0008251388184072676,0,1,
2608,2.608,0.0,0.0007848963233667444,0,1,
2609,2.609,0.0,0.0007466164779688746,0,1,
2610,2.61,0.0,0.0007102035626610826,0,1,
2611,2.611,0.0,0.0006755665261884584,0,1,
2612,2.612,0.0,0.0006426187579181939,0,1,
2613,2.613,0.0,0.0006112778712678872,0,1,
2614,2.614,0.0,0.0005814654976961739,0,1,
2615,2.615,0.0,0.0005531070907405527,0,1,
2616,2.616,0.0,0.0005261317396124002,0,1,
2617,2.617,0.0,0.0005004719918830629,0,1,
2618,2.618,0.0,0.00047606368481765195,0,1,
2619,2.619,0.0,0.0004528457849347844,0,1,
2620,2.62,0.0,0.0004307602353910891,0,1,
2621,2.621,0.0,0.00040975181080885774,0,1,
2622,2.622,0.0,0.0003897679791838352,0,1,
2623,2.623,0.0,0.00037075877052784585,0,1,
2624,2.624,0.0,0.0003526766519177951,0,1,
2625,2.625,0.0,0.00033547640863860285,0,1,
2626,2.626,0.0,0.00031911503112286456,0,1,
2627,2.6270000000000002,0.0,0.0003035516074045299,0,1,
2628,2.628,0.0,0.0002887472208176776,0,1,
2629,2.629,0.0,0.0002746648526845801,0,1,
2630,2.63,0.0,0.0002612692897497265,0,1,
2631,2.6310000000000002,0.0,0.00024852703612834263,0,1,
2632,2.632,0.0,0.00023640622954923152,0,1,
2633,2.633,0.0,0.0002248765616824992,0,1,
2634,2.634,0.0,0.00021390920235294302,0,1,
2635,2.6350000000000002,0.0,0.00020347672744959678,0,1,
2636,2.636,0.0,0.00019355305035116858,0,1,
2637,2.637,0.0,0.0001841133566958998,0,1,
2638,2.638,0.0,0.00017513404233273546,0,1,
2639,2.6390000000000002,0.0,0.00016659265429865163,0,1,
2640,2.64,0.0,0.00015846783467455278,0,1,
2641,2.641,0.0,0.00015073926717934914,0,1,
2642,2.642,0.0,0.00014338762636867164,0,1,
2643,2.6430000000000002,0.0,0.00013639452931119494,0,1,
2644,2.644,0.0,0.00012974248962173372,0,1,
2645,2.645,0.0,0.00012341487373617162,0,1,
