step,time_ms,met_act,hc_release,aff_r_v,aff_i_v,enc_r_act,col_act,mot_act,enc_r_energy,col_energy,mot_energy,enc_r_heat,col_heat,mot_heat,aff_r_spikes,aff_i_spikes,mot_spikes
4196,4196.0,4.360909522924663,0.014511710262800964,0.07873382338511109,0.08692920366413287,0.5192900246697223,-0.0,0.0,0.001,0.001,0.010255643282700476,9.21746700622624,32.68150679484221,0.0,36,37,463
4197,4197.0,4.361573028272452,0.014511065148923906,0.08046721308264974,0.08740301484523899,1.7863288232002033,-0.0,0.0,0.001,0.001,0.011255643282700477,8.340309046745398,42.71607193106139,0.0,36,37,463
4198,4198.0,4.36223640093244,0.014510420041497964,0.08220016917972993,0.08787691552449815,2.874955268203973,-0.0,0.0,0.001,0.001,0.012255643282700478,7.546623703479061,52.05198414127066,0.0,36,37,463
4199,4199.0,4.362899640931163,0.01450977494052306,0.08393269176344821,0.0883509056134753,3.864398238069516,-0.0,0.0,0.001,0.001,0.013255643282700479,6.828467506744964,61.06059174726278,0.0,36,37,463
4200,4200.0,4.363562748295149,0.014509129845999133,0.08566478092088373,0.08882498502377736,4.721996330065458,-0.0,0.0,0.001,0.001,0.01425564328270048,6.178652907945561,69.07611421301416,0.0,36,37,463
4201,4201.000000000001,4.364225723050924,0.014508484757926113,0.08739643673909821,0.08929915366705321,5.446725724515439,-0.0,0.0,0.001,0.001,0.01525564328270048,5.590676344165835,75.80208905535572,0.0,36,37,463
4202,4202.0,4.364888565225007,0.014507839676303948,0.089127659305136,0.08977341145499375,6.048061922896554,-0.0,0.0,0.001,0.001,0.01625564328270048,5.058653148329731,81.14361099097988,0.0,36,37,463
4203,4203.0,4.365551274843911,0.014507194601132561,0.09085844870602401,0.09024775829933177,6.538316413340901,-0.0,0.0,0.001,0.001,0.017255643282700482,4.577258653474153,85.11747946669959,0.0,36,37,463
4204,4204.0,4.366213851934145,0.0145065495324119,0.09258880502877177,0.090722194111842,6.929919509366203,-0.0,0.0,0.001,0.001,0.018255643282700483,4.141674901692306,87.80286788882097,0.0,36,37,463
4205,4205.0,4.366876296522211,0.014505904470141894,0.09431872836037145,0.09119671880434109,7.234512863822902,-0.0,0.0,0.001,0.001,0.019255643282700484,3.7475424243916033,89.31294467188134,0.0,36,37,463
4206,4206.0,4.367538608634607,0.014505259414322484,0.09604821878779776,0.09167133228868757,7.462698759273694,-0.0,0.0,0.001,0.001,0.020255643282700485,3.390916611266718,89.77761376741606,0.0,36,37,463
4207,4207.0,4.368200788297827,0.01450461436495359,0.0977772763980081,0.09214603447678182,7.624022910075405,-0.0,0.0,0.001,0.001,0.021255643282700486,3.0682282313138223,89.33253789915251,0.0,36,37,463
4208,4208.0,4.368862835538356,0.014503969322035163,0.0995059012779424,0.09262082528056614,7.727035846194258,-0.0,0.0,0.001,0.001,0.022255643282700487,2.776247710767038,88.11200479323583,0.0,36,37,463
4209,4209.000000000001,4.369524750382677,0.01450332428556713,0.10123409351452328,0.0930957046120246,7.7793765889051585,-0.0,0.0,0.001,0.001,0.023255643282700487,2.5120528104386906,86.24431809465672,0.0,36,37,463
4210,4210.0,4.370186532857267,0.014502679255549433,0.10296185319465596,0.0935706723831831,7.787858548608234,-0.0,0.0,0.001,0.001,0.02425564328270049,2.2729993789673206,83.84893004551594,0.0,36,37,463
4211,4211.0,4.370848182988597,0.014502034231981993,0.10468918040522829,0.09404572850610936,7.758550838483295,-0.0,0.0,0.001,0.001,0.02525564328270049,2.05669488926213,81.03480610621519,0.0,36,37,463
4212,4212.0,4.3715097008031325,0.014501389214864775,0.10641607523311072,0.09452087289291287,7.696853021768875,-0.0,0.0,0.001,0.001,0.02625564328270049,1.8609744932877001,77.89966585220641,0.0,36,37,463
4213,4213.0,4.372171086327334,0.014500744204197684,0.1081425377651564,0.09499610545574488,7.60756303511033,-0.0,0.0,0.001,0.001,0.02725564328270049,1.6838793555372207,74.5298415283131,0.0,36,37,463
4214,4214.0,4.372832339587658,0.014500099199980668,0.10986856808820103,0.09547142610679842,7.494938619648618,-0.0,0.0,0.001,0.001,0.028255643282700492,1.5236370483483546,71.00056244146991,0.0,36,37,463
4215,4215.0,4.373493460610555,0.014499454202213666,0.11159416628906302,0.09594683475830817,7.3627527673693205,-0.0,0.0,0.001,0.001,0.029255643282700493,1.3786438128514558,67.37652209970774,0.0,36,37,463
4216,4216.0,4.374154449422468,0.0144988092108966,0.11331933245454341,0.09642233132255063,7.214343717915863,-0.0,0.0,0.001,0.001,0.030255643282700494,1.2474485080117619,63.712621689158304,0.0,36,37,463
4217,4217.000000000001,4.374815306049838,0.014498164226029427,0.11504406667142586,0.09689791571184388,7.052660017786251,-0.0,0.0,0.001,0.001,0.031255643282700495,1.1287380871221728,60.054811493350954,0.0,36,37,463
4218,4218.0,4.375476030519098,0.01449751924761206,0.1167683690264767,0.09737358783854776,6.880301114997385,-0.0,0.0,0.001,0.001,0.032255643282700495,1.0213244563904749,56.440973338914745,0.0,36,37,463
4219,4219.0,4.376136622856679,0.014496874275644455,0.11849223960644494,0.09784934761506373,6.699553920639769,-0.0,0.0,0.001,0.001,0.033255643282700496,0.9241325840973371,52.90180359698024,0.0,36,37,463
4220,4220.0,4.376797083089003,0.014496229310126526,0.12021567849806218,0.09832519495383488,6.512425728662984,-0.0,0.0,0.001,0.001,0.0342556432827005,0.8361897413175339,49.461668796813065,0.0,36,37,463
4221,4221.0,4.377457411242489,0.014495584351058221,0.12193868578804276,0.09880112976734594,6.320673848099327,-0.0,0.0,0.001,0.001,0.0352556432827005,0.7566157665219144,46.13941537833556,0.0,36,37,463
4222,4222.0,4.378117607343549,0.01449493939843948,0.12366126156308363,0.09927715196812323,6.125832268027805,-0.0,0.0,0.001,0.001,0.0362556432827005,0.6846142566249873,42.94912219739464,0.0,36,37,463
4223,4223.0,4.378777671418593,0.014494294452270231,0.1253834059098644,0.09975326146873467,5.929235644800947,-0.0,0.0,0.001,0.001,0.0372556432827005,0.6194645963151615,39.90078963333139,0.0,36,37,463
4224,4224.0,4.379437603494022,0.014493649512550416,0.12710511891504747,0.10022945818178974,5.732040873180139,-0.0,0.0,0.001,0.001,0.0382556432827005,0.5605147458944987,37.00096295216032,0.0,36,37,463
4225,4225.0,4.380097403596234,0.014493004579279965,0.12882640066527773,0.10070574201993948,5.535246477802172,-0.0,0.0,0.001,0.001,0.0392556432827005,0.50717471544626,34.253290281427724,0.0,36,37,463
4226,4226.0,4.38075707175162,0.014492359652458816,0.13054725124718283,0.10118211289587645,5.339710038587207,-0.0,0.0,0.001,0.001,0.0402556432827005,0.4589106600175165,31.659017415080925,0.0,36,37,463
4227,4227.0,4.3814166079865675,0.01449171473208691,0.1322676707473732,0.10165857072233472,5.146163843070109,-0.0,0.0,0.001,0.001,0.0412556432827005,0.4152395367194277,29.217422892831816,0.0,36,37,463
4228,4228.0,4.382076012327458,0.014491069818164167,0.1339876592524418,0.10213511541208985,4.955228939985748,-0.0,0.0,0.001,0.001,0.042255643282700504,0.375724270271655,26.926197548315095,0.0,36,37,463
4229,4229.0,4.382735284800667,0.014490424910690528,0.13570721684896436,0.10261174687795889,4.76742775157619,-0.0,0.0,0.001,0.001,0.043255643282700505,0.33996937860604937,24.7817731181553,0.0,36,37,463
4230,4230.0,4.3833944254325665,0.014489780009665932,0.13742634362349931,0.10308846503280036,4.583195386842879,-0.0,0.0,0.001,0.001,0.044255643282700506,0.30761701474918735,22.779604646124906,0.0,36,37,463
4231,4231.0,4.384053434249521,0.014489135115090309,0.13914503966258776,0.10356526978951422,4.402889784185467,-0.0,0.0,0.001,0.001,0.04525564328270051,0.2783433853695843,20.914411376961223,0.0,36,37,463
4232,4232.0,4.384712311277892,0.014488490226963599,0.1408633050527535,0.10404216106104183,4.226800799411064,-0.0,0.0,0.001,0.001,0.04625564328270051,0.2518555101452028,19.180380669688063,0.0,36,37,463
4233,4233.0,4.385371056544034,0.014487845345285749,0.14258113988050305,0.10451913876036598,4.05515834383671,-0.0,0.0,0.001,0.001,0.04725564328270051,0.22788828951791476,17.571339213303855,0.0,36,37,463
4234,4234.0,4.386029670074296,0.014487200470056673,0.14429854423232566,0.10499620280051086,3.8881396670294963,-0.0,0.0,0.001,0.001,0.04825564328270051,0.20620185148802125,16.08089553055518,0.0,36,37,463
4235,4235.0,4.386688151895024,0.014486555601276327,0.1460155181946932,0.10547335309454202,3.725875869529309,-0.0,0.0,0.001,0.001,0.04925564328270051,0.18657915089465552,14.702557431950806,0.0,36,37,463
4236,4236.0,4.387346502032557,0.014485910738944625,0.1477320618540603,0.10595058955556634,3.568457722585053,-0.0,0.0,0.001,0.001,0.05025564328270051,0.1688237971548618,13.429827749449732,0.0,36,37,463
4237,4237.0,4.388004720513228,0.014485265883061524,0.14944817529686436,0.10642791209673207,3.4159408644216867,-0.0,0.0,0.001,0.001,0.05125564328270051,0.15275808872063174,12.256281349645986,0.0,36,37,463
4238,4238.0,4.3886628073633664,0.014484621033626945,0.15116385860952541,0.10690532063122873,3.268350435765765,-0.0,0.0,0.001,0.001,0.05225564328270051,0.13822123458208443,11.17562610823448,0.0,36,37,463
4239,4239.0,4.389320762609295,0.014483976190640827,0.1528791118784463,0.10738281507228722,3.1256852112222346,-0.0,0.0,0.001,0.001,0.053255643282700514,0.12506774501699602,10.181750226641016,0.0,36,37,463
4240,4240.0,4.3899785862773335,0.01448333135410311,0.15459393519001255,0.10786039533317969,2.987921277552082,0.05353265578086567,0.0,0.001,0.001,0.052843600067699475,0.11316597548075841,9.268757991337525,0.0014120432150010413,36,37,463
4241,4241.0,4.390636278393794,0.014482686524013725,0.1563083286305924,0.10833806132721949,2.855015304892579,0.6596521496516766,1.0,0.001,0.001,0.001,0.10239680906353017,8.430995818335303,0.21440769771906074,36,37,464
4242,4242.0,4.391293838984984,0.014482041700372601,0.15802229228653683,0.10881581296776131,2.7269074524377834,1.370503742843835,1.0,0.001,0.001,0.001,0.09265246432816575,7.663070190280557,0.9254881475381087,36,37,465
4243,4243.0,4.391951268077206,0.014481396883179688,0.15973582624417962,0.10929365016820104,2.6035239460104216,2.126000414977801,1.0,0.001,0.001,0.001,0.08383541659736637,6.7691451394600435,2.2270865714557053,36,37,466
4244,4244.0,4.392608565696758,0.014480752072434915,0.16144893058983717,0.10977157284197575,2.4847793612652116,2.9025748727406433,1.0,0.001,0.001,0.001,0.07585742189393,5.981875214555983,4.1512345473165775,36,37,467
4245,4245.0,4.39326573186993,0.014480107268138222,0.16316160540980873,0.11024958090256376,2.370578642930164,3.6440997993486874,1.0,0.001,0.001,0.001,0.06863863376536809,5.288397492084254,6.543211130616072,36,37,468
4246,4246.0,4.393922766623011,0.014479462470289532,0.16487385079037625,0.1107276742634845,2.260818887482096,4.3178719346825005,0.0,0.001,0.001,0.001,0.06210680415377148,4.677231590686335,9.186496712528712,36,37,468
4247,4247.0,4.394579669982281,0.01447881767888879,0.16658566681780446,0.1112058528382986,2.1553909139344487,4.906936401236405,0.0,0.001,0.001,0.001,0.0561965603129636,4.138334421538358,11.864003540660276,36,37,468
4248,4248.0,4.395236441974015,0.01447817289393593,0.16829705357834085,0.11168411654060784,2.0541806449614444,5.404725307461253,0.0,0.001,0.001,0.001,0.05084875053608408,3.6629180969192774,14.393209985753723,36,37,468
4249,4249.0,4.395893082624487,0.014477528115430889,0.17000801115821562,0.11216246528405512,1.9570703183672218,5.811336556288933,0.0,0.001,0.001,0.001,0.04600985214542491,3.2432907862871754,16.640350317607453,36,37,468
4250,4250.0,4.3965495919599595,0.014476883343373607,0.17171853964364175,0.11264089898232443,1.8639395469089686,6.130972117802774,0.0,0.001,0.001,0.001,0.041631435819482525,2.872717722309268,18.521198721989766,36,37,468
4251,4251.0,4.397205970006695,0.014476238577764006,0.173428639120815,0.11311941754914087,1.7746662426783337,6.370193295944988,0.0,0.001,0.001,0.001,0.037669680896030344,2.5452998717409496,19.994733994021917,36,37,468
4252,4252.0,4.397862216790948,0.014475593818602025,0.17513830967591387,0.11359802089827058,1.6891274206169011,6.536749360968765,0.0,0.001,0.001,0.001,0.03408493680020261,2.2558680710963155,21.053973674891044,36,37,468
4253,4253.0,4.398518332338967,0.014474949065887612,0.17684755139509972,0.11407670894352076,1.60719989427216,6.638806531717165,0.0,0.001,0.001,0.001,0.030841326208214195,1.9998906850922844,21.71653011788382,36,37,468
4254,4254.0,4.399174316676999,0.01447430431962069,0.17855636436451655,0.1145554815987397,1.5287608755749145,6.684454698626903,0.0,0.001,0.001,0.001,0.02790638597504529,1.7733930779380427,22.016200826554922,36,37,468
4255,4255.0,4.399830169831281,0.014473659579801196,0.1802647486702912,0.11503433877781659,1.453688489223536,6.681405227632647,0.0,0.001,0.001,0.001,0.025250742232374897,1.5728873951620062,21.996117677035066,36,37,468
4256,4256.0,4.400485891828049,0.014473014846429063,0.18197270439853339,0.11551328039468174,1.3818622111823131,6.636818794005966,0.0,0.001,0.001,0.001,0.022847816405033666,1.3953113385481566,21.70352768940704,36,37,468
4257,4257.0,4.401141482693531,0.014472370119504247,0.18368023163533545,0.11599230636330643,1.3131632398290745,6.557220412054109,0.0,0.001,0.001,0.001,0.02067355920369031,1.2379747807392933,21.186049059934184,36,37,468
4258,4258.0,4.401796942453951,0.014471725399026652,0.1853873304667726,0.1164714165977028,1.2474748074109558,6.448471762588906,0.0,0.001,0.001,0.001,0.018706209931480682,1.0985132110302038,20.489153412181793,36,37,468
4259,4259.0,4.402452271135528,0.014471080684996243,0.18709400097890289,0.11695061101192408,1.1846824386774035,6.315780086244123,0.0,0.001,0.001,0.001,0.016926078695639602,0.9748471316556682,19.654608997918373,36,37,468
4260,4260.0,4.403107468764474,0.014470435977412934,0.18880024325776704,0.11742988952006435,1.124674162847854,6.163729388337308,0.0,0.001,0.001,0.001,0.015315349344436,0.8651466362336795,18.719641869203414,36,37,468
4261,4261.0,4.4037625353669965,0.014469791276276673,0.1905060573893887,0.1179092520362586,1.067340684430424,5.996324263421127,0.0,0.001,0.001,0.001,0.013857901157138197,0.7678005006041971,17.716610189981502,36,37,468
4262,4262.0,4.4044174709693,0.01446914658158739,0.19221144345977423,0.11838869847468271,1.0125755178305482,5.8170398478281875,0.0,0.001,0.001,0.001,0.012539147502422458,0.6813892026374255,16.67302828709055,36,37,468
4263,4263.0,4.40507227559758,0.014468501893345016,0.19391640155491288,0.11886822874955348,0.9221282487983095,5.591803770735244,0.0,0.001,0.001,0.001,0.011345889850463989,0.561399543722084,15.406864199678935,36,37,468
4264,4264.0,4.40572694927803,0.01446785721154949,0.1956209317607766,0.11934784277512855,0.8287167603851516,5.322573404446862,0.0,0.001,0.001,0.001,0.010266185677614233,0.4513762866458292,13.958981398507788,36,37,468
4265,4265.0,4.406381492036837,0.014467212536200752,0.19732503416332026,0.1198275404657064,0.7441980611029759,5.024003466856775,0.0,0.001,0.001,0.001,0.009289228941610213,0.36229698981391545,12.436846387224897,36,37,468
4266,4266.0,4.407035903900182,0.014466567867298732,0.19902870884848148,0.12030732173562632,0.667769440597171,4.7079669969855855,0.0,0.001,0.001,0.001,0.008405241931071493,0.2902827565708122,10.921372722972984,36,37,468
4267,4267.0,4.407690184894241,0.014465923204843379,0.20073195590218074,0.12078718649926849,0.598696489384086,4.383933627853178,0.0,0.001,0.001,0.001,0.007605377406878314,0.2321542776917799,9.46974642969,36,37,468
4268,4268.0,4.408344335045186,0.014465278548834622,0.20243477541032132,0.12126713467105375,0.5363078011855312,4.05932701238255,1.0,0.001,0.001,0.001,0.006881630056028796,0.1853090060177527,8.119298100622514,36,37,469
4269,4269.0,4.408998354379183,0.014464633899272383,0.20413716745878932,0.12174716616544379,0.47999001245704537,3.7398513617605307,1.0,0.001,0.001,0.001,0.006226756371775751,0.14761927099814642,6.8915846164575285,36,37,470
4270,4270.000000000001,4.409652242922394,0.014463989256156612,0.2058391321334537,0.12222728089694102,0.4291831694961345,3.4297826277174153,1.0,0.001,0.001,0.001,0.00563420215817653,0.11734788598846349,5.796203194325791,36,37,471
4271,4271.0,4.410306000700972,0.014463344619487237,0.20754066952016625,0.12270747878008864,0.38337641147613555,3.1322234162911093,1.0,0.001,0.001,0.001,0.005098036933497082,0.09307834315646542,4.8341027072212785,36,37,472
4272,4272.0,4.410959627741069,0.014462699989264199,0.20924177970476157,0.12318775972947053,0.3421039562832707,2.8493228970277387,1.0,0.001,0.001,0.001,0.004612894575957462,0.07365715318328944,4.000310899605469,36,37,473
4273,4273.0,4.41161312406883,0.014462055365487437,0.2109424627730571,0.12366812365971129,0.3049413750378049,2.5824642155634763,1.0,0.001,0.001,0.001,0.0041739196177814335,0.05814628004722036,3.286086824069387,36,37,474
4274,4274.0,4.412266489710394,0.014461410748156872,0.21264271881085312,0.12414857048547619,0.27150214056894517,2.3324225419849793,1.0,0.001,0.001,0.001,0.0037767186500429896,0.04578395443089324,2.6805559068587854,36,37,475
4275,4275.0,4.412919724691896,0.014460766137272454,0.21434254790393284,0.12462910012147116,0.24143443481418234,2.099497109633375,1.0,0.001,0.001,0.001,0.0034173163519531542,0.03595243104475734,2.1719057322466453,36,37,476
4276,4276.0,4.413572829039466,0.014460121532834103,0.2160419501380622,0.1251097124824428,0.21441820006540702,1.8836205688349859,1.0,0.001,0.001,0.001,0.003092115704513357,0.0281514927745824,1.7482247237134398,36,37,477
4277,4277.0,4.414225802779227,0.014459476934841767,0.21774092559899014,0.12559040748317832,0.19016241913429394,1.6844487994452064,1.0,0.001,0.001,0.001,0.0027978619903403085,0.02197670448869196,1.3980607355509038,36,37,478
4278,4278.000000000001,4.414878645937299,0.014458832343295386,0.21943947437244826,0.12607118503850562,0.16840260981447044,1.5014340636189818,1.0,0.001,0.001,0.001,0.0025316102193604756,0.017101587196188622,1.1107669231229864,36,37,479
4279,4279.0,4.415531358539796,0.014458187758194891,0.22113759654415122,0.1265520450632931,0.14889851944141602,1.333884081027162,1.0,0.001,0.001,0.001,0.0022906956543595823,0.01326302389181809,0.876691081492965,36,37,480
4280,4280.0,4.416183940612825,0.014457543179540204,0.22283529219979642,0.1270329874724498,0.1314320058625591,1.1810093017720782,1.0,0.001,0.001,0.001,0.0020727071413969163,0.01024932604486208,0.6872536352491174,36,37,481
4281,4281.0,4.416836392182491,0.014456898607331271,0.22453256142506417,0.12751401218092526,0.11580509170461471,1.0419603553414711,1.0,0.001,0.001,0.001,0.0018754629781662813,0.007890487882246906,0.5349495169891759,36,37,482
4282,4282.0,4.41748871327489,0.014456254041568025,0.22622940430561764,0.12799511910370964,0.10183817944227354,0.9158573773549897,1.0,0.001,0.001,0.001,0.0016969890787860084,0.0060502374514305735,0.41330066637294616,36,37,483
4283,4283.0,4.418140903916117,0.014455609482250413,0.22792582092710287,0.12847630815583364,0.08936841541514183,0.8018126648440177,1.0,0.001,0.001,0.001,0.001535499216483954,0.004619561542772303,0.3167788901488247,36,37,484
4284,4284.0,4.418792964132258,0.014454964929378356,0.2296218113751488,0.12895757925236837,0.07824819159480778,0.6106601864853632,0.0,0.001,0.001,0.001,0.0013893771464395799,0.0035114381253682535,0.1837425001242121,36,37,484
4285,4285.0,4.419444893949397,0.014454320382951795,0.077,0.12943893230842551,0.001575646359497808,0.29169494433242654,0.0,0.001,0.0019961995905802025,0.001,10.175131151100182,3.800409419797321e-06,0.0419245310361024,37,37,484
4286,4286.000000000001,4.420096693393609,0.014453675842970668,0.07871599878032425,0.12992036723915723,0.5302275282893908,1.196643474980062,1.0,0.001,0.001,0.001,9.206839398938747,0.15549566951035224,0.7055697670795471,37,37,485
4287,4287.0,4.4207483624909685,0.014453031309434915,0.08043156750565918,0.13040188395975608,1.79780590519309,2.7865317765722732,1.0,0.001,0.001,0.001,8.330692790007483,1.7838831715411985,3.825942240449091,37,37,486
4288,4288.0,4.421399901267541,0.014452386782344458,0.08214670626239275,0.13088348238545514,2.8865607228208794,3.7203726101107066,1.0,0.001,0.001,0.001,7.5379225545611535,4.59738826067196,6.819982906186098,37,37,487
4289,4289.0,4.422051309749388,0.014451742261699244,0.08386141513689561,0.13136516243152782,3.8748835043921734,3.2973146144869476,1.0,0.001,0.001,0.001,6.820594381624142,8.283694643626125,5.357117651695038,37,37,488
4290,4290.0,4.422702587962565,0.014451097747499204,0.08557569421552122,0.131846924013288,4.731035851021553,2.339951666938344,1.0,0.001,0.001,0.001,6.171529009739359,12.348239534987753,2.697889657000933,37,37,489
4291,4291.0,4.423353735933125,0.01445045323974427,0.08728954358460571,0.13232876704609,5.454319662390998,1.6539711394365577,1.0,0.001,0.001,0.001,5.5842303745065855,16.41239123362216,1.3479266618735704,37,37,490
4292,4292.0,4.424004753687113,0.01444980873843438,0.08900296333046796,0.13281069144532842,6.0543178011249426,1.1624446130376034,1.0,0.001,0.001,0.001,5.052820593786517,20.22186072080645,0.6658171046254656,37,37,491
4293,4293.0,4.4246556412505695,0.014449164243569472,0.09071595353940962,0.1332926971264382,6.543370024431321,0.8102504668951783,0.0,0.001,0.001,0.001,4.571981139880716,23.620748036642244,0.32348115811823575,37,37,491
4294,4294.000000000001,4.42530639864953,0.014448519755149488,0.09242851429771506,0.13377478400489476,6.93390693572379,0.3890548201177631,0.0,0.001,0.001,0.001,4.136899609918772,26.524469315571935,0.07458165390624798,37,37,491
4295,4295.0,4.425957025910026,0.014447875273174348,0.09414064569165145,0.13425695199621365,7.237561193258888,0.1777270708049988,0.0,0.001,0.001,0.001,3.7432215617128692,28.898492226548935,0.015563869321139076,37,37,491
4296,4296.0,4.42660752305808,0.014447230797644001,0.09585234780746864,0.13473920101595088,7.464923579675223,0.07657330991769216,0.0,0.001,0.001,0.001,3.3870069330368033,30.742658367250716,0.0028891177969728706,37,37,491
4297,4297.0,4.427257890119714,0.014446586328558369,0.09756362073139929,0.13522153097970266,7.625528209214776,0.02990253488676841,0.0,0.001,0.001,0.0015594183339737685,3.064690608158916,32.07971865174147,0.0004405816660262316,37,37,491
4298,4298.0,4.427908127120943,0.014445941865917399,0.0992744645496588,0.13570394180310547,7.727914716118458,0.00971227745658307,0.0,0.001,0.001,0.0025129397839874284,2.773046736965568,32.94695843484396,4.647854998633986e-05,37,37,491
4299,4299.0,4.428558234087775,0.01444529740972103,0.10098487934844534,0.1361864334018361,7.779712153826791,0.0020485206743923717,0.0,0.001,0.001,0.003510872066922082,2.5091564495689673,33.39010185619052,2.0677170653462993e-06,37,37,491
4300,4300.0,4.429208211046214,0.014444652959969186,0.10269486521393989,0.1366690056916115,7.7877249095239485,5.0075675775812795e-05,0.0,0.001,0.001,0.004510870831361493,2.27037864327626,33.45891790083806,1.2355605890627508e-09,37,37,491
4301,4301.0,4.429858058022261,0.014444008516661814,0.10440442223230612,0.1371516585881889,7.758013964774811,-0.0,0.0,0.001,0.001,0.005510870831361493,2.0543235495460754,33.20410669859502,0.0,37,37,491
4302,4302.000000000001,4.430507775041908,0.014443364079798834,0.10611355048969053,0.13763439200736566,7.6959715698457405,-0.0,0.0,0.001,0.001,0.006510870831361493,1.8588288163817392,32.67515046198334,0.0,37,37,491
4303,4303.0,4.431157362131145,0.014442719649380188,0.10782225007222238,0.13811720586497944,7.606389091927179,-0.0,0.0,0.001,0.001,0.007510870831361493,1.6819378667856915,31.918888614048853,0.0,37,37,491
4304,4304.0,4.431806819315955,0.014442075225405823,0.10953052106601373,0.13860010007690787,7.493518374972434,-0.0,0.0,0.001,0.001,0.008510870831361494,1.521880316679275,30.97863230466467,0.0,37,37,491
4305,4305.0,4.432456146622317,0.01444143080787566,0.11123836355715938,0.13908307455906893,7.361127120446742,-0.0,0.0,0.001,0.001,0.009510870831361495,1.3770542563038237,29.893675929356284,0.0,37,37,491
4306,4306.0,4.433105344076203,0.014440786396789649,0.112945777631737,0.13956612922742065,7.212548824437741,-0.0,0.0,0.001,0.001,0.010510870831361496,1.2460102177693804,28.699096124395574,0.0,37,37,491
4307,4307.0,4.433754411703582,0.01444014199214771,0.11465276337580695,0.1400492639979611,7.050727782770814,-0.0,0.0,0.001,0.001,0.011510870831361496,1.1274366682928696,27.425754360040248,0.0,37,37,491
4308,4308.0,4.434403349530415,0.014439497593949783,0.11635932087541247,0.1405324787867286,6.878259636780101,-0.0,0.0,0.001,0.001,0.012510870831361497,1.020146883937185,26.10043931645386,0.0,37,37,491
4309,4309.0,4.4350521575826605,0.014438853202195807,0.11806545021657956,0.14101577350980138,6.697427890698599,-0.0,0.0,0.001,0.001,0.013510870831361498,0.9230670724791518,24.74610090575264,0.0,37,37,491
4310,4310.000000000001,4.435700835886271,0.014438208816885722,0.11977115148531703,0.14149914808329786,6.510236791567358,-0.0,0.0,0.001,0.001,0.014510870831361499,0.8352256265360476,23.38214002219964,0.0,37,37,491
4311,4311.0,4.436349384467194,0.014437564438019457,0.12147642476761648,0.14198260242337643,6.318440925463895,-0.0,0.0,0.001,0.001,0.0155108708313615,0.7557433993923444,22.024727585399276,0.0,37,37,491
4312,4312.0,4.43699780335137,0.014436920065596945,0.12318127014945236,0.14246613644623557,6.123571849980207,-0.0,0.0,0.001,0.001,0.0165108708313615,0.6838249062038879,20.687133762770898,0.0,37,37,491
4313,4313.0,4.437646092564737,0.014436275699618115,0.12488568771678192,0.1429497500681137,5.92696205213554,-0.0,0.0,0.001,0.001,0.017510870831361502,0.6187503625182083,19.380053874713017,0.0,37,37,491
4314,4314.0,4.438294252133226,0.014435631340082924,0.12658967755554518,0.14343344320528928,5.729766493064049,-0.0,0.0,0.001,0.001,0.018510870831361503,0.5598684804297895,18.111921762901638,0.0,37,37,491
4315,4315.0,4.438942282082764,0.014434986986991295,0.128293239751665,0.14391721577408076,5.532981975623624,-0.0,0.0,0.001,0.001,0.019510870831361504,0.506589950271807,16.889204629087573,0.0,37,37,491
4316,4316.0,4.4395901824392725,0.014434342640343165,0.12999637439104714,0.14440106769084649,5.337464548286093,-0.0,0.0,0.001,0.001,0.020510870831361504,0.45838154260690694,15.716675759139214,0.0,37,37,491
4317,4317.0,4.440237953228666,0.014433698300138466,0.13169908155958007,0.14488499887198475,5.143945138064678,-0.0,0.0,0.001,0.001,0.021510870831361505,0.4147607714877739,14.597663317874947,0.0,37,37,491
4318,4318.000000000001,4.440885594476857,0.014433053966377146,0.13340136134313516,0.14536900923393387,4.953043586604951,-0.0,0.0,0.001,0.001,0.022510870831361506,0.3752910655755999,13.534274679270874,0.0,37,37,491
4319,4319.0,4.441533106209749,0.014432409639059127,0.13510321382756657,0.14585309869317192,4.7652812467223775,-0.0,0.0,0.001,0.001,0.023510870831361507,0.3395773987873898,12.527596658234758,0.0,37,37,491
4320,4320.0,4.4421804884532445,0.014431765318184348,0.13680463909871135,0.146337267166217,4.5810922814425314,-0.0,0.0,0.001,0.001,0.024510870831361508,0.3072623367421491,11.577872624265263,0.0,37,37,491
4321,4321.0,4.442827741233238,0.01443112100375274,0.13850563724238937,0.146821514569627,4.400833793834634,-0.0,0.0,0.001,0.001,0.02551087083136151,0.2780224594374618,10.684657874494942,0.0,37,37,491
4322,4322.0,4.443474864575619,0.01443047669576425,0.14020620834440334,0.1473058408199997,4.22479490348565,-0.0,0.0,0.001,0.001,0.02651087083136151,0.2515651243534002,9.846954878917112,0.0,37,37,491
4323,4323.0,4.444121858506274,0.0144298323942188,0.1419063524905388,0.1477902458339727,4.053204874214384,0.1354606455237883,0.0,0.001,0.001,0.01846944984975571,0.22762553758782578,9.06333012681789,0.009041420981605803,37,37,491
4324,4324.0,4.444768723051082,0.01442918809911634,0.14360606976656415,0.1482747295282234,3.8862403874584768,0.8499781114914655,1.0,0.001,0.001,0.001,0.2059641037100156,8.332014333650248,0.35598024147031027,37,37,492
4325,4325.0,4.445415458235917,0.014428543810456797,0.14530536025823065,0.1487592918194691,3.724032046578473,1.463162225926447,1.0,0.001,0.001,0.001,0.18636402780906114,7.650987737197394,1.0548613265458087,37,37,493
